date,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022
value,557,655,941,1434,2118,2927,5578,6167,8235,9927,12038,16787,19887,23898,27643,30805,34399,37130,40161,42769,44812,45230,60382,66910,69053,71236,73271,75153,75653,76213,76842,78603,78984,79552,80406,81383,82742,84131,86027,88403,90383,92984,95290,98108,102022,106126,110063,114246,119076,126770,132645,146960,158016,169305,184118,200131,219710,246834,277759,309891,345004,387677,428761,479861,542722,607682,677321,734228,799449,876334,958576,1041426,1125527,1184112,1254556,1328504,1397697,1481023,1567530,1652912,1726922,1846038,1917137,2000959,2078948,2173166,2260946,2337622,2414138,2490012,2565621,2646930,2730304,2814187,2897251,2968140,3039198,3114828,3192044,3275297,3364112,3443246,3517700,3594890,3674661,3765213,3853862,3944600,4028822,4104025,4180369,4265288,4349615,4444916,4541042,4635216,4713194,4802352,4898923,5003881,5109771,5217337,5321390,5414586,5502564,5595459,5698044,5817870,5939413,6074348,6176663,6276149,6400572,6511720,6649957,6783578,6913409,7024555,7127808,7254095,7390859,7526071,7654022,7787673,7919766,8044516,8189064,8332172,8475056,8656373,8842041,8935068,9076878,9245080,9416368,9595545,9788642,9965142,10132880,10285955,10469228,10684574,10888823,11091783,11281422,11467403,11635370,11844223,12059981,12283806,12516760,12729884,12921403,13117296,13337806,13567368,13811828,14049455,14284879,14496929,14705711,14947849,15223705,15503502,15787462,16035822,16248877,16483561,16748019,17018994,17299230,17588289,17834472,18065575,18270890,18536486,18812320,19098606,19381834,19646453,19879875,20114527,20378745,20654542,20944366,21252186,21500101,21710625,21924554,22183408,22461393,22731761,22994821,23256490,23459925,23688837,23933471,24215392,24502286,24786724,25046982,25265591,25531189,25797532,26079713,26365193,26666496,26938998,27168660,27387079,27632813,27918056,28221391,28537947,28826141,29073863,29342009,29621926,29927000,30241238,30569060,30860525,31115794,31376268,31659717,31971479,32291802,32622282,32905840,33153507,33416976,33698696,34023684,34342250,34671398,34967942,35226496,35539170,35853960,36203105,36562787,36922554,37276514,37563761,37858351,38177321,38558189,38966600,39376005,39745341,40074843,40453154,40842741,41285875,41760426,42258094,42708325,43066639,43553637,44024150,44542593,45094091,45667976,46138560,46573400,47133877,47688279,48195377,48815784,49435958,50029638,50516685,51020605,51598297,52224751,52868838,53528503,54109207,54585286,55115528,55725888,56352995,57007486,57680108,58267771,58754583,59290482,59882214,60513417,61104192,61796873,62398032,62881397,63389491,64012334,64658414,65350341,66038302,66686714,67222958,67751632,68394260,69066777,70569697,71276552,71917135,72452477,72997555,73656563,74380025,75122162,75845561,76464214,77003745,77557768,78222733,78914582,79603177,80093670,80609555,81022842,81523592,82194769,82931339,83760418,84333017,84924171,85445583,86004718,86748747,87542560,88434854,89260402,90015895,90605567,91219685,91923174,92672993,93430009,94204117,94855909,95385340,95905391,96495304,97196135,97852467,98517058,99091038,99553665,100034987,100597296,101201563,101812206,102403865,102924041,103312102,103755575,104222012,104748290,105219426,105755267,106189028,106542031,106882287,107288985,107729690,108173247,108603675,108983743,109292011,109573237,109933857,110320820,110730951,111141243,111514873,111833412,112128997,112522805,112969553,113422395,113864674,114260736,114568975,114874467,115188483,115633494,116090918,116539401,116953239,117326829,117630533,118046363,118516809,118996685,119486306,119939346,120303048,120658609,121127331,121677744,122223643,122785272,123281942,123718188,124140826,124659358,125296041,125947774,126585590,127168315,127645492,128106947,128680166,129361686,130070264,130708009,131234060,131793064,132287934,132892836,133575644,134418576,135164390,135827632,136522252,137136787,137921133,138737925,139553269,140410270,141200444,141883023,142578760,143437605,144324058,145225895,146131285,146946601,147672977,148355997,149206925,150112304,151007762,151891874,152684510,153361689,154050812,154853176,155698689,156567728,157399418,158186308,158824007,159450899,160189018,160948500,161680978,162390791,163022078,163569014,164110485,164734175,165407030,165688630,166315322,166886811,167367268,167818639,168353343,168922986,169470298,169975358,170454728,170844847,171231654,171693821,172180113,172661465,173087125,173483189,173807333,174129561,174499683,174918163,175371593,175793970,176162235,176465017,176774448,177152315,177541418,177937411,178340888,178686503,178989726,179288764,179696976,180096364,180504975,180922889,181286101,181596200,181927723,182308799,182707821,183145615,183585397,183961791,184288370,184662780,185114903,185575929,186058435,186566733,186990783,187359944,187795198,188318710,188856562,189432225,190027664,190518154,190939982,191427985,191960264,192517359,193082453,193811505,194243496,194690517,195227240,195835971,196483009,197128393,197860686,198377914,198858979,199432951,200064008,200745493,201431996,202250438,202809948,203278879,203898532,204544033,205272207,205981556,206782410,207333592,207799880,208465698,209146258,209881043,210593189,211377978,211931836,212382189,213073716,213759873,214492197,215231029,215972097,216530986,216979220,217646444,218276946,219002571,219676043,220393763,220885795,221333869,221778005,222478155,223105165,223749789,224388699,224854295,225224481,225810367,226358439,226930499,227509516,228128833,228651969,229016554,229536140,230016455,230554045,231091594,231637874,232012075,232364547,232821989,233274572,233773994,234254966,234770812,235121676,235431743,235866874,236286823,236791275,237235305,237715606,238054448,238372429,238746579,239184055,239634970,240081218,240537215,240878395,241192559,241603437,242046064,242518039,242974124,243460071,243824245,244140344,244566671,245010747,245525457,245981975,246489857,246875039,247197551,247616683,248038986,248569605,249090238,249606778,250033256,250381000,250857194,251342787,251922291,252441695,253037119,253465760,253820659,254359567,254884883,255513523,256127633,256744664,257226649,257626179,258246323,258856453,259529042,260124955,260720377,261179145,261587226,262242291,262868430,263574605,264280433,264994581,265506199,265946530,266542652,267238222,267906078,268634462,269321177,269819944,270263297,270889422,271547009,272287381,273024840,273756639,274336995,274818834,275566222,276357147,277258354,278248864,279093884,279777852,280375131,281659093,282978871,284696526,286633993,288335323,289514753,290458926,292883351,295401488,297962232,300587060,303518939,305654158,307671496,310834537,313713290,317419339,320309661,323887251,326318495,328445640,331181553,334915183,339134127,342795496,346636145,349320573,351725833,355209424,358930099,362694520,366365124,369988033,372594363,374815359,378433295,381756438,384944189,388109962,391129461,393074526
